user_id,name,age,gender,country,profession,education_level,marital_status,income_level,health_score,sleep_hours,diet_quality,physical_activity,spiritual_practice,personality_type,introversion_score,discipline_score,risk_tolerance,life_satisfaction,created_at
32771,User_032771,39,Male,China,Nurse,Secondary,Single,29018.57,80.0,5.7,49.3,0.0,53.6,ISFP,91.0,48.4,12.0,76.4,2024-11-05
32772,User_032772,63,Female,Israel,Service,Master,Divorced,110176.08,100.0,7.3,53.1,40.5,13.1,ISTP,73.4,76.8,41.4,68.3,2024-11-10
32773,User_032773,69,Male,China,Athlete,Secondary,Married,36176.35,77.9,6.1,67.5,36.4,39.2,ISFP,63.5,31.9,42.5,60.6,2024-06-12
32774,User_032774,54,Male,China,Farmer,PhD,Single,84234.2,100.0,7.3,66.7,34.2,71.1,ENFJ,36.7,76.6,57.9,82.5,2025-08-21
32775,User_032775,49,Female,China,Freelancer,Higher Secondary,Married,51329.37,100.0,8.4,73.2,43.3,76.9,ENFP,49.4,56.3,13.3,100.0,2024-07-04
32776,User_032776,85,Male,Morocco,Artist,Secondary,Single,40319.78,84.2,6.7,95.8,11.1,0.0,ISTJ,55.6,45.2,42.2,75.8,2025-12-06
32777,User_032777,52,Female,China,Researcher,Bachelor,Single,44510.64,100.0,7.8,62.4,40.1,41.3,ENFJ,71.1,34.7,40.8,72.9,2024-09-15
32778,User_032778,32,Female,USA,Teacher,Primary,Single,36882.8,100.0,7.6,76.8,72.3,2.9,INFJ,27.7,47.0,20.8,59.4,2024-10-28
32779,User_032779,44,Female,Spain,Farmer,Master,Single,81395.09,92.9,7.4,49.7,96.4,82.9,ESTJ,39.7,52.1,19.3,60.4,2025-07-24
32780,User_032780,51,Male,Vietnam,Engineer,Bachelor,Married,66435.34,100.0,7.8,46.7,38.4,15.2,INTP,44.3,64.0,18.6,78.7,2025-04-27
32781,User_032781,31,Male,Indonesia,Retired,Higher Secondary,Married,43348.36,100.0,6.1,56.6,8.5,55.8,ENTJ,80.1,35.6,39.2,68.3,2025-04-06
32782,User_032782,51,Female,India,Freelancer,Master,Married,157928.84,100.0,9.5,49.4,10.3,60.7,INTJ,42.0,47.2,17.8,76.9,2025-06-28
32783,User_032783,31,Male,USA,Manager,Bachelor,Married,50905.03,99.3,7.9,56.4,48.5,28.6,INTJ,57.8,56.4,62.4,79.7,2025-01-02
32784,User_032784,51,Female,USA,Farmer,Bachelor,Married,39234.24,100.0,4.5,68.0,34.3,79.7,ESFP,57.6,39.1,22.1,77.1,2024-01-24
32785,User_032785,44,Male,China,Business Owner,Secondary,Married,35976.63,100.0,6.7,67.9,59.6,5.9,ISFJ,35.7,34.6,42.2,77.4,2024-08-13
32786,User_032786,60,Female,Egypt,Engineer,PhD,Single,110531.97,95.1,5.8,92.2,45.0,13.8,ESFP,20.7,40.9,48.3,69.2,2024-10-07
32787,User_032787,45,Female,USA,Retired,Secondary,Married,23791.71,95.0,7.8,70.6,33.2,17.0,ENTP,31.4,66.0,40.5,76.4,2025-12-04
32788,User_032788,59,Female,China,Artist,Secondary,Single,26511.9,99.0,7.6,93.2,50.6,21.2,ISTJ,47.5,55.2,8.2,69.8,2024-07-13
32789,User_032789,45,Female,India,Government,Secondary,Single,54905.41,100.0,8.3,69.9,60.8,56.0,INFP,38.8,54.7,31.8,86.4,2025-04-21
32790,User_032790,33,Female,Brazil,Service,PhD,Married,121320.27,100.0,6.3,57.9,86.7,34.3,ENTP,45.0,50.5,23.6,88.8,2024-05-24
32791,User_032791,58,Female,China,Farmer,Secondary,Divorced,86870.9,91.8,6.4,52.7,20.8,24.2,INFJ,77.4,36.0,35.7,68.2,2025-02-27
32792,User_032792,48,Female,China,Doctor,Master,Married,78434.88,100.0,7.5,96.4,83.6,100.0,ESTP,82.1,71.9,57.0,73.0,2024-09-06
32793,User_032793,25,Male,USA,Sales,Higher Secondary,Married,46779.98,100.0,6.3,43.2,41.3,44.8,ENTJ,70.1,78.0,18.2,88.4,2024-06-09
32794,User_032794,27,Male,Argentina,Nurse,Bachelor,Divorced,54942.2,95.6,5.0,84.1,87.4,53.3,INFJ,58.1,42.0,40.1,87.3,2024-03-21
32795,User_032795,35,Female,Indonesia,Unemployed,Higher Secondary,Single,101891.63,100.0,5.3,50.8,71.9,85.9,ESTJ,45.2,59.0,37.0,91.5,2024-03-30
32796,User_032796,71,Male,China,Homemaker,No formal,Married,24890.57,82.5,7.2,94.0,43.2,41.0,ENFP,84.4,32.7,33.9,89.4,2025-07-02
32797,User_032797,85,Male,China,Artist,Higher Secondary,Married,41152.91,86.4,7.1,57.8,20.7,62.8,ISFJ,35.4,60.2,31.2,71.9,2024-08-22
32798,User_032798,41,Female,India,Athlete,Bachelor,Married,133645.37,99.2,7.8,66.4,48.6,46.9,ISTJ,58.6,64.9,20.9,88.4,2024-09-03
32799,User_032799,48,Female,Pakistan,Homemaker,Bachelor,Single,68929.37,100.0,5.2,65.3,40.2,34.9,ISFP,56.5,79.9,28.6,68.6,2024-04-12
32800,User_032800,49,Female,India,Writer,Primary,Married,25240.35,81.7,7.6,54.4,78.6,44.6,ENTJ,19.7,49.2,12.6,74.8,2025-02-06
32801,User_032801,43,Male,Portugal,Homemaker,Secondary,Widowed,16492.04,100.0,8.5,54.2,74.4,68.9,INFP,60.5,59.1,26.6,75.5,2024-10-27
32802,User_032802,31,Female,Pakistan,Farmer,Higher Secondary,Married,22595.18,99.6,5.6,67.1,69.9,43.8,ESFP,26.2,58.1,34.4,77.9,2025-05-07
32803,User_032803,36,Male,Nigeria,Doctor,Bachelor,Married,60448.29,100.0,7.4,60.6,56.1,48.9,ESFJ,45.1,66.0,38.4,74.4,2024-06-20
32804,User_032804,31,Male,Spain,Business Owner,Bachelor,Single,34293.65,100.0,6.0,70.3,85.3,18.0,ESFJ,35.0,60.2,51.1,86.6,2025-09-25
32805,User_032805,34,Male,Pakistan,Sales,Bachelor,Married,58205.96,100.0,9.1,46.8,82.7,61.4,ISFJ,31.8,69.6,23.8,74.7,2024-04-12
32806,User_032806,33,Male,South Korea,Doctor,Bachelor,Single,46746.98,100.0,9.0,54.8,62.4,63.4,INFP,49.0,56.3,41.2,95.5,2024-10-05
32807,User_032807,46,Female,Nigeria,IT Professional,Secondary,Divorced,62158.56,99.4,7.5,65.7,0.0,35.0,ESFP,44.2,80.5,37.2,82.7,2025-10-07
32808,User_032808,33,Male,USA,Artist,Bachelor,Married,71753.35,93.1,5.8,79.6,76.5,55.0,ISFP,53.7,45.6,37.8,76.2,2024-04-03
32809,User_032809,65,Female,Cambodia,Student,Bachelor,Single,54261.57,86.6,7.0,70.2,32.1,16.2,INTP,54.9,60.8,29.1,76.3,2024-11-24
32810,User_032810,44,Non-binary,Philippines,Freelancer,Primary,Single,59229.89,99.6,6.0,65.3,53.4,65.4,ISTP,51.4,52.5,36.1,92.5,2024-04-28
32811,User_032811,37,Male,DR Congo,Student,Higher Secondary,Married,83452.56,100.0,6.6,56.1,58.5,2.0,ENTP,51.7,48.0,22.5,76.3,2024-03-30
32812,User_032812,37,Female,China,Nurse,Bachelor,Divorced,25061.86,100.0,7.0,58.9,32.0,19.5,INTP,50.2,61.0,50.1,63.8,2025-02-07
32813,User_032813,30,Female,India,Researcher,Master,Married,52292.09,100.0,8.2,29.4,42.0,48.6,INFP,42.4,36.5,30.9,100.0,2025-04-19
32814,User_032814,36,Female,Brazil,Service,Higher Secondary,Single,29272.13,100.0,10.4,70.1,44.8,45.3,ESTP,61.4,39.0,46.7,77.7,2025-03-25
32815,User_032815,70,Male,India,Student,Secondary,Married,26752.77,95.6,6.7,86.7,66.8,8.5,ESTJ,32.7,84.0,17.6,82.0,2025-02-21
32816,User_032816,71,Female,Brazil,IT Professional,Secondary,Married,48636.81,85.9,8.8,74.8,51.3,66.0,ENFP,28.7,60.2,42.6,100.0,2025-11-10
32817,User_032817,31,Female,India,Homemaker,Secondary,Single,43810.3,100.0,8.8,82.1,26.2,2.0,INFJ,67.0,63.9,16.9,70.4,2024-09-19
32818,User_032818,48,Female,China,Engineer,Higher Secondary,Single,59371.67,100.0,7.7,50.3,37.2,59.1,ESFJ,36.9,61.6,64.2,88.9,2024-12-28
32819,User_032819,57,Male,China,IT Professional,No formal,Married,22519.27,91.5,7.5,94.7,42.8,53.9,ISTP,53.4,40.9,15.3,88.9,2024-08-15
32820,User_032820,52,Female,China,Unemployed,Bachelor,Married,21830.85,88.8,7.6,54.7,60.4,33.8,ESTP,34.7,40.5,46.8,64.2,2024-06-19
32821,User_032821,47,Female,Japan,Sales,Higher Secondary,Married,44701.0,96.2,7.6,60.9,72.1,23.7,ENTP,51.6,58.6,42.7,62.0,2024-10-02
32822,User_032822,32,Male,India,Unemployed,Bachelor,Married,82674.12,98.5,6.2,82.9,35.7,25.6,INTP,49.1,58.9,16.0,68.8,2024-03-12
32823,User_032823,60,Female,Thailand,Engineer,Master,Single,61129.23,89.7,8.3,62.8,44.1,34.6,ESTP,44.9,58.1,33.1,91.4,2025-11-16
32824,User_032824,42,Male,China,Engineer,Secondary,Married,38574.04,100.0,7.1,76.9,38.2,38.1,ESTP,16.4,37.0,41.4,79.9,2024-11-02
32825,User_032825,47,Female,India,Doctor,Bachelor,Single,29299.47,97.9,7.4,58.3,41.0,84.2,ISTP,56.8,54.0,29.2,96.0,2025-05-04
32826,User_032826,66,Male,Bangladesh,Teacher,Secondary,Single,56775.79,99.8,6.6,71.3,21.3,60.5,INFP,23.6,62.1,7.4,75.0,2024-01-14
32827,User_032827,46,Female,Indonesia,Teacher,Bachelor,Single,28420.44,97.4,7.6,62.5,28.3,21.9,ISFJ,63.6,60.2,25.6,58.9,2025-01-02
32828,User_032828,75,Male,Germany,Engineer,Primary,Single,26573.92,88.7,7.6,53.5,38.7,34.6,ENTJ,69.6,67.6,57.7,89.8,2024-07-23
32829,User_032829,34,Female,DR Congo,Engineer,Secondary,Married,34977.85,100.0,7.3,83.2,66.8,42.2,ISTP,49.4,50.5,21.3,73.4,2024-05-05
32830,User_032830,76,Female,Brazil,Teacher,Primary,Married,45988.44,93.7,5.5,51.1,59.1,38.3,ESTJ,63.9,49.6,10.0,85.7,2024-07-16
32831,User_032831,38,Male,Kenya,Homemaker,Bachelor,Divorced,55383.74,88.9,6.9,94.0,79.1,6.0,ESTP,68.7,40.7,24.5,66.1,2025-01-29
32832,User_032832,49,Female,India,Doctor,Secondary,Married,27769.16,100.0,7.3,48.3,39.9,30.0,ESTJ,73.7,36.7,59.8,74.1,2025-12-25
32833,User_032833,83,Male,China,Artist,Secondary,Single,71624.77,90.5,7.3,50.8,46.5,58.3,ENTP,56.1,58.8,30.0,85.3,2025-04-23
32834,User_032834,41,Female,Brazil,Sales,Master,Married,26055.06,96.0,9.4,86.0,18.4,49.9,INFJ,36.6,73.1,28.7,75.4,2025-04-01
32835,User_032835,38,Female,Saudi Arabia,Engineer,Bachelor,Married,38251.02,100.0,7.1,85.3,40.2,80.8,INFJ,40.1,54.4,19.6,88.2,2024-12-27
32836,User_032836,41,Female,Iran,Freelancer,PhD,Married,59133.7,91.0,7.1,47.6,27.1,29.4,ISFP,53.6,41.7,17.8,83.6,2025-11-19
32837,User_032837,41,Female,Brazil,Farmer,Secondary,Married,17610.81,99.3,7.4,87.2,49.7,48.1,ESTP,61.4,44.5,42.9,88.7,2024-09-26
32838,User_032838,56,Male,Iran,Homemaker,Higher Secondary,Married,54801.17,88.7,8.8,67.1,28.0,66.7,INTJ,36.0,39.8,32.3,65.6,2024-08-04
32839,User_032839,51,Female,Bangladesh,Artist,Bachelor,Single,49824.06,100.0,7.0,77.6,64.5,52.0,INFP,52.0,73.1,30.3,83.7,2024-06-25
32840,User_032840,85,Female,Pakistan,Unemployed,Bachelor,Widowed,43569.11,89.8,8.1,86.7,39.9,38.9,INFJ,33.5,57.1,20.2,76.6,2024-08-15
32841,User_032841,31,Male,China,Homemaker,Bachelor,Single,126130.75,100.0,6.5,57.1,55.5,39.6,ENTP,19.4,50.7,31.2,87.3,2024-02-18
32842,User_032842,22,Male,Argentina,Retired,Higher Secondary,Single,53476.98,100.0,6.2,62.3,95.9,43.4,ESTP,56.7,71.7,52.0,89.8,2025-04-13
32843,User_032843,54,Male,New Zealand,Athlete,Bachelor,Married,129563.89,100.0,7.5,31.9,51.6,26.3,ISFP,45.3,58.0,76.2,77.7,2025-06-14
32844,User_032844,26,Female,South Korea,Unemployed,Secondary,Married,32973.27,100.0,8.3,71.2,63.0,13.5,ENFJ,58.8,51.0,61.6,78.9,2025-09-25
32845,User_032845,60,Female,Morocco,Writer,No formal,Married,29462.49,97.3,7.5,73.3,64.1,0.0,ENFJ,55.0,41.9,44.8,47.6,2025-08-27
32846,User_032846,34,Female,Japan,Farmer,Bachelor,Married,26683.26,92.8,6.0,81.1,83.8,31.9,ISFP,41.1,62.9,46.4,87.4,2024-04-12
32847,User_032847,28,Male,Cambodia,Writer,Master,Married,34704.43,100.0,6.8,63.2,72.3,38.5,INFP,30.7,58.0,19.1,85.1,2025-08-22
32848,User_032848,31,Male,Bangladesh,Student,Secondary,Single,22960.55,100.0,7.4,44.4,58.2,43.1,ENTJ,81.4,76.1,42.9,84.6,2025-11-24
32849,User_032849,85,Male,Morocco,Teacher,PhD,Married,110360.08,68.7,8.8,67.3,37.3,74.8,ENFP,22.2,46.2,32.8,67.8,2025-01-26
32850,User_032850,39,Female,Indonesia,Service,Secondary,Married,32310.39,100.0,9.0,95.7,68.8,52.4,INTJ,22.0,46.2,25.5,82.2,2024-10-29
32851,User_032851,48,Male,Mexico,Engineer,Master,Single,122069.14,100.0,6.4,52.0,72.8,51.2,ISTP,40.8,67.8,11.8,95.2,2025-05-17
32852,User_032852,78,Male,China,Nurse,Master,Divorced,182727.53,85.2,7.6,67.2,24.4,20.0,ESFP,21.8,59.9,24.7,49.4,2024-09-20
32853,User_032853,58,Male,Indonesia,Service,Higher Secondary,Widowed,26138.31,71.5,6.6,80.6,42.5,42.7,ESFJ,54.6,16.6,44.3,66.9,2024-05-04
32854,User_032854,66,Female,New Zealand,Teacher,No formal,Single,56735.94,83.8,6.8,53.2,11.0,43.1,INTJ,21.8,55.0,37.0,60.1,2025-04-16
32855,User_032855,55,Male,Netherlands,Unemployed,No formal,Married,21098.1,93.7,6.4,55.4,34.6,73.9,ENTJ,51.1,67.7,37.2,78.5,2025-09-23
32856,User_032856,37,Female,Pakistan,Student,Secondary,Married,42841.49,100.0,4.4,80.5,100.0,66.2,ISFJ,45.5,62.3,29.7,76.7,2024-01-09
32857,User_032857,85,Female,Vietnam,Teacher,Bachelor,Single,63214.53,87.2,8.0,94.1,46.6,66.8,ESFJ,64.7,44.1,34.9,70.5,2025-10-08
32858,User_032858,59,Male,Australia,Homemaker,Higher Secondary,Single,48995.31,86.9,5.3,86.2,53.6,55.4,ENTJ,58.1,62.3,35.0,86.0,2024-06-16
32859,User_032859,52,Female,China,Engineer,Secondary,Single,15126.28,98.7,7.6,64.9,69.9,50.8,ESFJ,44.2,39.7,21.5,66.2,2025-10-15
32860,User_032860,36,Female,China,Homemaker,Secondary,Married,54198.2,94.3,7.8,69.8,24.0,37.6,ESTJ,27.4,57.2,54.7,82.4,2025-01-08
32861,User_032861,62,Female,USA,Researcher,PhD,Single,113666.8,91.9,7.3,50.4,30.4,31.6,ENTP,68.5,29.5,57.6,66.5,2024-03-16
32862,User_032862,42,Male,China,Doctor,Secondary,Single,52350.79,89.0,7.4,56.8,56.7,50.4,ENFP,48.5,55.5,43.3,75.8,2025-01-02
32863,User_032863,55,Female,India,Athlete,Primary,Married,27744.23,100.0,6.7,51.4,51.9,14.3,INFJ,81.6,74.4,38.3,82.7,2025-12-11
32864,User_032864,47,Male,India,Teacher,Bachelor,Married,130237.24,100.0,6.9,76.8,73.5,49.8,ESTP,55.8,45.8,57.7,53.3,2024-02-08
32865,User_032865,43,Male,India,Business Owner,Higher Secondary,Married,44550.52,93.1,6.7,78.6,29.4,43.5,ENTJ,31.7,32.5,29.3,75.8,2025-12-05
32866,User_032866,26,Female,India,Retired,Higher Secondary,Divorced,45119.79,100.0,6.8,78.1,43.5,38.9,ENTP,71.9,58.0,59.7,81.4,2025-04-12
32867,User_032867,52,Female,Thailand,Athlete,Higher Secondary,Married,87583.26,100.0,7.0,44.5,38.1,70.2,ISTJ,73.6,47.0,42.2,77.4,2025-12-21
32868,User_032868,38,Male,Spain,Unemployed,Bachelor,Married,61877.11,100.0,7.6,78.2,37.2,38.8,ENTP,48.0,68.9,35.7,75.1,2025-01-16
32869,User_032869,50,Male,Indonesia,Engineer,Higher Secondary,Married,23131.73,85.3,6.8,66.6,39.8,48.0,ISTJ,73.4,54.9,45.2,69.2,2025-03-30
32870,User_032870,47,Male,China,Writer,Higher Secondary,Married,23803.99,100.0,8.8,66.5,80.2,55.7,INTP,69.5,43.8,39.6,80.5,2024-12-06
32871,User_032871,31,Male,India,Doctor,Master,Single,56768.58,100.0,9.2,66.1,69.9,0.0,ESFJ,68.2,69.9,46.2,78.8,2024-12-19
32872,User_032872,54,Male,India,Manager,Master,Single,78128.99,100.0,8.5,95.5,60.6,22.6,ENTP,54.0,75.1,52.2,78.8,2024-07-01
32873,User_032873,38,Female,China,Writer,Secondary,Married,31392.68,96.7,6.1,68.1,65.1,55.0,INTP,50.0,49.8,29.3,69.2,2024-09-27
32874,User_032874,48,Male,Netherlands,Unemployed,Higher Secondary,Married,135246.87,100.0,6.6,75.8,62.6,68.8,INFP,55.5,53.4,43.8,97.1,2024-09-20
32875,User_032875,32,Female,India,Teacher,PhD,Married,59382.06,100.0,6.4,100.0,39.0,28.6,INTP,11.1,37.9,69.6,70.6,2025-02-03
32876,User_032876,44,Male,UAE,Retired,Higher Secondary,Married,37585.04,99.3,7.9,50.3,24.0,38.8,ESTP,70.4,39.5,27.4,79.0,2025-12-19
32877,User_032877,71,Male,India,Sales,Higher Secondary,Married,37642.37,93.1,7.4,64.9,53.3,79.1,ESTJ,25.0,53.6,20.8,81.4,2025-04-03
32878,User_032878,55,Female,Saudi Arabia,Service,Bachelor,Single,98679.47,100.0,6.8,55.1,58.1,45.0,ESFJ,80.4,41.0,24.2,67.6,2024-04-13
32879,User_032879,35,Female,Brazil,Farmer,Primary,Single,11680.26,100.0,5.3,52.9,44.0,71.6,INTJ,41.9,53.4,53.8,74.0,2024-04-06
32880,User_032880,36,Male,Mexico,Doctor,Higher Secondary,Divorced,47221.3,100.0,6.5,72.3,81.9,33.7,ESFP,85.9,44.8,72.4,83.2,2025-08-24
32881,User_032881,51,Male,China,Writer,Higher Secondary,Divorced,76055.66,96.2,9.3,66.6,56.4,74.5,ESFP,28.2,41.5,57.5,76.8,2025-11-28
32882,User_032882,85,Male,China,Teacher,Secondary,Single,32367.95,90.6,8.6,70.9,23.2,46.5,ISFJ,40.5,34.1,48.2,90.3,2025-11-18
32883,User_032883,47,Male,Italy,Farmer,Higher Secondary,Married,196811.44,100.0,7.1,66.1,53.2,27.8,ESFJ,50.2,38.4,19.0,56.9,2024-05-07
32884,User_032884,28,Male,Canada,Researcher,Secondary,Single,27592.58,100.0,8.4,81.0,68.9,77.4,ISFP,55.7,59.8,45.1,82.7,2024-08-06
32885,User_032885,54,Male,India,Artist,Primary,Married,69193.19,95.0,6.7,82.5,46.8,8.0,ESTJ,78.0,24.8,17.4,58.3,2024-05-08
32886,User_032886,49,Female,China,Business Owner,Primary,Married,18773.87,99.8,7.2,80.9,43.3,33.5,ENFP,59.2,72.8,37.0,74.5,2024-03-17
32887,User_032887,29,Female,India,Researcher,Higher Secondary,Single,14000.4,100.0,7.7,100.0,71.5,40.2,INTJ,37.0,87.6,49.4,82.1,2025-03-06
32888,User_032888,45,Male,India,Retired,PhD,Married,154934.52,100.0,7.4,77.4,29.4,21.8,INFJ,64.6,77.8,41.5,68.7,2024-03-01
32889,User_032889,45,Male,India,Artist,Secondary,Married,30431.97,90.6,7.5,100.0,70.7,60.4,ENTP,33.1,61.6,59.6,78.6,2024-07-16
32890,User_032890,62,Female,India,Teacher,Master,Widowed,121201.5,100.0,6.5,57.3,36.4,46.6,ESTJ,33.4,48.1,48.5,75.5,2025-09-05
32891,User_032891,43,Male,Iran,Artist,Secondary,Single,51049.68,100.0,6.9,47.7,95.1,26.6,INTJ,49.3,56.5,36.3,71.3,2024-02-10
32892,User_032892,85,Male,Turkey,Teacher,Higher Secondary,Married,49681.21,84.1,8.6,52.9,31.0,42.0,ESTP,66.5,65.8,13.2,67.1,2025-05-29
32893,User_032893,44,Male,China,Business Owner,Secondary,Married,63668.61,96.6,8.6,64.5,37.3,69.6,ISFP,31.8,48.4,35.8,92.0,2024-11-29
32894,User_032894,57,Male,Indonesia,Teacher,Bachelor,Married,42302.13,90.0,6.2,71.7,8.6,56.6,ESFJ,67.2,52.5,31.6,73.0,2025-06-14
32895,User_032895,77,Female,India,Teacher,Higher Secondary,Married,27643.25,89.3,8.2,71.2,58.1,22.9,ENFP,34.5,78.9,38.3,84.6,2024-01-14
32896,User_032896,47,Male,Italy,Researcher,Higher Secondary,Married,43336.49,88.1,7.7,85.6,99.5,36.2,ESFP,66.3,65.8,41.2,75.6,2024-12-16
32897,User_032897,37,Female,USA,Government,Primary,Married,16411.17,99.4,8.4,33.1,68.4,23.3,INFJ,28.4,68.3,66.9,81.3,2025-11-02
32898,User_032898,52,Female,China,Athlete,Master,Single,21404.37,100.0,8.1,45.9,69.0,72.3,INTP,39.6,58.8,21.7,97.4,2024-03-22
32899,User_032899,41,Male,India,Service,Master,Single,53899.07,89.2,6.2,75.3,82.3,86.8,INTJ,81.9,56.1,27.7,90.5,2024-03-06
32900,User_032900,41,Male,Malaysia,Retired,Primary,Married,17176.9,100.0,7.1,74.9,93.1,3.2,INTJ,23.1,77.5,28.6,58.7,2024-05-20
32901,User_032901,64,Male,France,Artist,Higher Secondary,Married,63420.32,97.2,8.2,44.0,81.0,32.6,ENTJ,19.9,49.9,28.3,76.4,2025-03-20
32902,User_032902,34,Female,Iran,Sales,Bachelor,Married,31335.58,100.0,7.8,74.9,84.2,49.9,INTJ,22.9,92.4,39.6,92.6,2025-04-06
32903,User_032903,66,Male,Indonesia,Doctor,No formal,Married,13517.69,98.8,8.2,100.0,49.3,57.9,INFJ,33.5,88.6,64.0,100.0,2025-11-25
32904,User_032904,37,Female,India,Teacher,Secondary,Single,23681.52,100.0,5.3,40.3,63.4,49.1,INTP,45.8,48.4,40.1,62.7,2024-07-22
32905,User_032905,58,Female,India,Researcher,Bachelor,Married,22660.9,88.2,6.2,82.2,30.3,50.1,ENFJ,43.7,25.8,12.7,68.2,2025-06-27
32906,User_032906,85,Female,Nigeria,Farmer,Primary,Married,29218.11,89.8,6.0,79.5,18.6,44.6,ENFJ,42.0,74.2,50.1,81.1,2024-02-22
32907,User_032907,37,Female,Iran,Doctor,Bachelor,Single,83802.42,100.0,6.4,91.3,54.4,31.9,INFP,51.9,36.1,35.5,70.7,2025-09-23
32908,User_032908,42,Female,Brazil,Homemaker,Master,Single,49433.48,100.0,6.2,70.6,69.8,28.0,ISTP,66.9,60.5,39.6,72.2,2024-08-05
32909,User_032909,36,Female,Bangladesh,Doctor,Higher Secondary,Single,38488.64,100.0,6.6,56.7,31.1,39.7,ENFP,62.5,75.5,37.5,86.3,2025-02-08
32910,User_032910,56,Female,Vietnam,Doctor,Master,Married,158032.05,82.2,5.4,40.3,48.4,0.6,ISFP,34.0,64.0,42.5,56.4,2025-09-15
32911,User_032911,55,Female,China,IT Professional,Secondary,Married,32434.18,100.0,9.5,67.6,87.2,28.3,ENFP,40.1,62.7,49.5,70.6,2024-04-27
32912,User_032912,59,Female,India,Freelancer,Primary,Married,26689.14,90.6,9.1,34.9,36.0,26.4,INTP,70.1,47.0,13.5,83.5,2024-02-05
32913,User_032913,41,Male,France,Sales,Secondary,Divorced,30854.35,100.0,6.2,100.0,45.8,53.6,ISFJ,64.7,49.8,23.9,73.1,2024-07-10
32914,User_032914,33,Male,Bangladesh,Homemaker,Bachelor,Single,95605.98,100.0,7.1,65.0,46.6,55.8,ESFP,71.6,65.1,50.3,91.4,2025-05-18
32915,User_032915,62,Male,Vietnam,Doctor,No formal,Single,24584.76,87.4,6.1,56.8,66.2,55.5,INFJ,67.3,54.3,62.6,80.7,2024-05-11
32916,User_032916,40,Male,Pakistan,IT Professional,Bachelor,Married,96633.56,100.0,9.2,86.3,65.7,39.3,ISTP,57.9,41.3,15.9,67.0,2024-11-29
32917,User_032917,52,Female,Indonesia,Business Owner,Bachelor,Married,55783.76,100.0,4.7,77.7,69.3,31.2,ESTJ,42.0,47.0,41.8,82.5,2024-12-12
32918,User_032918,38,Male,Vietnam,Business Owner,Higher Secondary,Divorced,68039.81,100.0,6.4,63.4,38.8,51.1,ISFP,83.1,28.9,24.3,82.1,2024-01-20
32919,User_032919,63,Male,Poland,Nurse,Bachelor,Married,99318.53,97.9,7.9,79.2,54.2,37.9,ENTP,17.1,56.1,28.1,89.8,2025-03-28
32920,User_032920,45,Male,Ukraine,Athlete,Master,Single,26734.23,98.0,7.2,85.5,35.9,59.8,ENFJ,37.1,62.0,40.8,90.8,2024-03-04
32921,User_032921,38,Male,India,Unemployed,Higher Secondary,Single,52899.67,95.3,6.5,88.5,49.5,33.6,INFJ,54.9,46.9,36.0,74.6,2025-07-10
32922,User_032922,38,Male,Italy,Homemaker,Master,Single,27334.09,100.0,6.0,31.6,51.0,48.7,ENFJ,62.6,62.4,80.3,77.5,2025-02-03
32923,User_032923,33,Male,Indonesia,Artist,Primary,Single,93832.67,95.4,8.6,83.4,57.3,1.4,INFJ,15.0,54.1,54.1,79.7,2024-10-10
32924,User_032924,60,Female,India,Farmer,Master,Married,92731.52,86.2,7.5,71.6,68.6,37.0,ISTP,37.6,57.8,28.4,79.6,2025-01-12
32925,User_032925,55,Female,Brazil,Retired,Higher Secondary,Married,60014.28,100.0,7.4,100.0,35.4,39.1,INTJ,25.6,59.6,40.7,80.5,2025-09-12
32926,User_032926,36,Female,Greece,Retired,Master,Married,33445.01,95.8,8.6,65.0,48.2,26.7,ESTP,42.8,56.4,66.6,73.5,2025-01-26
32927,User_032927,32,Female,Pakistan,Researcher,Bachelor,Single,38605.88,100.0,4.9,87.1,57.7,36.5,ENFP,83.6,64.0,36.5,73.8,2024-02-09
32928,User_032928,58,Male,India,Government,Master,Married,114106.7,83.4,8.0,75.1,89.7,97.4,INFJ,62.8,56.6,19.5,76.0,2025-02-19
32929,User_032929,62,Male,Bangladesh,Researcher,Primary,Divorced,33305.08,95.8,7.4,69.4,33.1,59.1,ISTP,49.4,85.8,41.4,83.8,2024-06-09
32930,User_032930,59,Male,Nigeria,Service,Secondary,Single,43476.95,93.2,8.5,60.5,54.1,15.9,ISTJ,52.4,51.9,45.8,75.3,2024-11-10
32931,User_032931,32,Male,China,IT Professional,Higher Secondary,Single,48638.67,98.9,9.7,67.6,85.8,15.4,ESFJ,82.5,60.8,37.7,65.6,2024-04-25
32932,User_032932,50,Male,China,Unemployed,Bachelor,Married,52559.07,99.7,7.8,67.6,64.1,27.7,ENTP,62.5,53.5,43.9,77.7,2025-08-29
32933,User_032933,61,Female,Indonesia,Student,Bachelor,Single,117812.02,93.5,6.9,76.5,56.6,61.5,ESFJ,48.9,61.4,28.2,91.2,2024-05-03
32934,User_032934,85,Female,South Africa,Business Owner,Secondary,Single,16609.03,89.4,7.1,54.2,70.7,38.7,INFJ,57.9,47.6,42.7,78.1,2024-11-06
32935,User_032935,60,Male,China,Athlete,Secondary,Single,41762.62,100.0,6.4,74.1,73.5,41.2,ISFJ,12.9,85.6,36.4,79.0,2025-08-28
32936,User_032936,40,Female,Switzerland,Farmer,Bachelor,Married,42687.12,97.5,8.0,74.5,72.8,51.7,ESFJ,76.0,66.4,41.6,74.4,2025-04-12
